SMILES
O[C@@H]1CNCC[C@H]1c1ccccc1
COc1ccc([C@H]2CCNC[C@@H]2O)cc1
Cn1c(SCCO)nnc1C1CCNCC1
Cn1c(SCCO)nnc1C1CCCNC1
Cn1c(SCCO)nnc1C1CCCN1
CCc1nc(O)c2nnn(C3CCCNC3)c2n1
Cc1nc(O)c2nnn(C[C@@H]3CCCNC3)c2n1
Cc1cc2nc3c(c(O)n2n1)CC1CCC(C3)N1
Oc1nc(N2CCCC2)nc2c1CCNCC2
COC(=O)CSc1nnc(-c2ccc(O)cc2)n1-c1ccccc1
CCn1c(SCC(=O)OC)nnc1-c1ccc(O)cc1
CCn1c(SCC(=O)OC(C)C)nnc1-c1ccc(O)cc1
CCOC(=O)CSc1nnc(-c2ccc(O)cc2)n1C
COC(=O)CSc1nnc(-c2ccc(O)cc2)n1C
CC(C)OC(=O)CSc1nnc(-c2ccc(O)cc2)n1C
Cn1c(SCC(=O)OC2CCCCC2)nnc1-c1ccc(O)cc1
COC(=O)CSc1nnc(-c2cc(OC)c(O)c(OC)c2)n1C
Cc1cccc2cc(CNCCO)c(Cl)nc12
COc1ccccc1C1CC2CCC(N2)C1O
Oc1nc(C2CCCNC2)nc2c1nnn2Cc1ccccc1
Oc1nc(C2CCNCC2)nc2c1nnn2Cc1ccc(F)cc1
Oc1nc(C2CCNCC2)nc2c1nnn2Cc1ccccc1Cl
C=CCc1ccccc1OCC(O)CN1CCNCC1
CCC(CO)NCc1ccc(-c2cc(Cl)ccc2Cl)o1
CCC(CO)NCc1ccc(-c2ccc(Cl)cc2Cl)o1
Cc1c(C=O)c2ccccc2n1CCCO
O=Cc1ccccc1N1CCC(O)CC1
CCN(CC)CCN[C@@H]1CCN(Cc2ccccc2OC)C[C@H]1O
CCN(CC)CCN[C@@H]1CCN(Cc2ccc(OC)cc2)C[C@H]1O
CCN(CC)CCCN[C@@H]1CCN(Cc2ccc(F)cc2)C[C@H]1O
CCN(CC)CCCN[C@@H]1CCN(Cc2ccccc2F)C[C@H]1O
CCN(CC)CCCN[C@@H]1CCN(Cc2cccc(F)c2)C[C@H]1O
CCN1C(=O)C(O)(CC(C)=O)c2cc(Br)ccc21
CCCN1C(=O)C(O)(CC(C)=O)c2cc(Br)ccc21
CN[C@H]1CCCC[C@@H]1O
Oc1nc(CNC2CCCC2)nc2ccccc12
OCCCNCc1cc2cc3c(cc2nc1Cl)OCO3
CNCC(O)c1ccc(OC)cc1
COC(=O)c1ccc(CO)nc1
CCCc1c(C)nc2c(Br)cccc2c1O
CCOC(=O)C(N)C(O)c1ccccc1
COC(=O)c1c(C)oc2cc(Br)c(O)cc12
OCc1ccccc1CNCc1ccccc1
OCCCCNCc1ccccc1
OCCCCNCCC1=CCCCC1
OCCCCNC1CCCCC1
CC(NCCO)c1ccc2c(c1)OCCO2
CCOc1ccc(C(C)NCCO)cc1
COC(=O)c1cc(O)nc2ccc(C)cc12
CNCC(O)COc1ccccc1
CC(O)CNCc1ccccc1F
COc1cccc(CNCC(C)O)c1OC
COc1ccc(CNCC(C)O)cc1OC
CC(O)CNCc1cccc2ccccc12
COc1ccc(CNCCCO)cc1OC
OCCCNCc1ccccc1F
COc1cccc(CNCCCO)c1OC
COc1ccc(OC)c(CNCCCO)c1
CC(C)CNCCCO
Cc1ccsc1CNCCCO
COc1ccc(CNCCO)cc1OC
CN(C)c1ccc(CNCCO)cc1
OCCNCc1ccc2c(c1)OCO2
OCCCNCc1ccccc1Cl
C=CCc1ccccc1OCC(O)CNC
COc1cc(C=O)ccc1OCCO
CCOc1cc(C=O)ccc1OCCO
CC(NCCCO)c1ccccn1
CC(NCCCO)c1cccnc1
OCCCNC(c1ccccc1)c1ccccn1
OCCCNC(c1ccccc1)c1ccncc1
OCCCNC1CCN(Cc2ccccc2)CC1
CCN1CCC(NCCCO)CC1
Cc1ccc(CNCCO)o1
CN1CCC(NCCO)CC1
OCCNCc1cccs1
OCCNCC1CC2C=CC1C2
OCCNCc1ccccn1
OCCNC1CCCc2ccccc21
CC(CCc1ccc(O)cc1)NCCCOC(C)C
OCCCCNCc1ccc2c(c1)OCO2
CCC(CO)NCc1ccc2c(c1)OCO2
CC(O)CNCc1ccc2c(c1)OCO2
CNCC(O)Cn1c2ccccc2c2ccccc21
CCC(CO)NCc1sccc1C
CCC(CO)NCc1ccccc1F
COc1cc(CNCc2ccco2)cc(OC)c1O
Cc1ccc(CNCC(C)O)s1
COc1cc(CNCCc2ccc3c(c2)OCO3)ccc1O
CNCC(O)Cn1c(C(F)(F)F)nc2ccccc21
Cc1c(C)n(CC(O)CN2CCNCC2)c2ccccc12
CNCC(O)Cn1c(C)c(C)c2ccccc21
CNCC(O)Cn1c2c(c3ccccc31)CCCC2
CNCC(O)COc1ccc2ccccc2c1
OC(COc1ccc2ccccc2c1)CN1CCNCC1
CNCC(O)COc1ccc(OC)cc1
COc1ccc(OCC(O)CN2CCNCC2)cc1
CNCC(O)COCc1ccccc1
OC(COCc1ccccc1)CN1CCNCC1
CNCC(O)CN(c1ccccc1)c1ccccc1
OC(COC1CCCCC1)CN1CCNCC1
CNCC(O)COC1CCCCC1
CCNC1CS(=O)(=O)CC1O
O=Cc1cn(CCCO)c2ccccc12
CNCC(O)Cn1cc(C)c(C(C)=O)c1C
Cc1ccc(OCC(O)CN2CCNCC2)cc1
Cc1ccccc1OCC(O)CN1CCNCC1
